University_Name,Year,Tution_Fee,Controlofinstitution,State
University of Maine at Presque Isle,2012,7300,Public,Maine
University of Maine at Presque Isle,2013,7300,Public,Maine
University of Maine at Presque Isle,2014,7300,Public,Maine
University of Maine at Presque Isle,2015,7436,Public,Maine
University of Mary,2011,13024,Private,North Dakota
University of Mary,2012,13424,Private,North Dakota
University of Mary,2013,13876,Private,North Dakota
University of Mary,2014,14730,Private,North Dakota
University of Mary,2015,15665,Private,North Dakota
University of Mary Hardin-Baylor,2011,21600,Private,Texas
University of Mary Hardin-Baylor,2012,22950,Private,Texas
University of Mary Hardin-Baylor,2013,24150,Private,Texas
University of Mary Hardin-Baylor,2014,25200,Private,Texas
University of Mary Hardin-Baylor,2015,26200,Private,Texas
University of Mary Washington,2011,7862,Public,Virginia
University of Mary Washington,2012,8926,Public,Virginia
University of Mary Washington,2013,9306,Public,Virginia
University of Mary Washington,2014,9720,Public,Virginia
University of Mary Washington,2015,10974,Public,Virginia
University of Maryland Eastern Shore,2011,6305,Public,Maryland
University of Maryland Eastern Shore,2012,6482,Public,Maryland
University of Maryland Eastern Shore,2013,6713,Public,Maryland
University of Maryland Eastern Shore,2014,6998,Public,Maryland
University of Maryland Eastern Shore,2015,7625,Public,Maryland
University of Maryland-Baltimore County,2011,9171,Public,Maryland
University of Maryland-Baltimore County,2012,9467,Public,Maryland
University of Maryland-Baltimore County,2013,9764,Public,Maryland
University of Maryland-Baltimore County,2014,10068,Public,Maryland
University of Maryland-Baltimore County,2015,11006,Public,Maryland
University of Maryland-College Park,2011,8416,Public,Maryland
University of Maryland-College Park,2012,8655,Public,Maryland
University of Maryland-College Park,2013,8908,Public,Maryland
University of Maryland-College Park,2014,9162,Public,Maryland
University of Maryland-College Park,2015,9996,Public,Maryland
University of Maryland-University College,2011,6000,Public,Maryland
University of Maryland-University College,2012,6168,Public,Maryland
University of Maryland-University College,2013,6384,Public,Maryland
University of Maryland-University College,2014,6552,Public,Maryland
University of Maryland-University College,2015,6744,Public,Maryland
University of Massachusetts-Amherst,2011,11917,Public,Massachusetts
University of Massachusetts-Amherst,2012,12797,Public,Massachusetts
University of Massachusetts-Amherst,2013,13415,Public,Massachusetts
University of Massachusetts-Amherst,2014,13443,Public,Massachusetts
University of Massachusetts-Amherst,2015,14356,Public,Massachusetts
University of Massachusetts-Boston,2011,10611,Public,Massachusetts
University of Massachusetts-Boston,2012,11407,Public,Massachusetts
University of Massachusetts-Boston,2013,11966,Public,Massachusetts
University of Massachusetts-Boston,2014,11966,Public,Massachusetts
University of Massachusetts-Boston,2015,11966,Public,Massachusetts
University of Massachusetts-Dartmouth,2011,10389,Public,Massachusetts
University of Massachusetts-Dartmouth,2012,11135,Public,Massachusetts
University of Massachusetts-Dartmouth,2013,11681,Public,Massachusetts
University of Massachusetts-Dartmouth,2014,11681,Public,Massachusetts
University of Massachusetts-Dartmouth,2015,11681,Public,Massachusetts
University of Massachusetts-Lowell,2011,10506,Public,Massachusetts
University of Massachusetts-Lowell,2012,11297,Public,Massachusetts
University of Massachusetts-Lowell,2013,11847,Public,Massachusetts
University of Massachusetts-Lowell,2014,12097,Public,Massachusetts
University of Massachusetts-Lowell,2015,12447,Public,Massachusetts
University of Memphis,2011,6780,Public,Tennessee
University of Memphis,2012,7390,Public,Tennessee
University of Memphis,2013,7904,Public,Tennessee
University of Memphis,2014,8312,Public,Tennessee
University of Memphis,2015,8903,Public,Tennessee
University of Miami,2011,37836,Private,Florida
University of Miami,2012,39654,Private,Florida
University of Miami,2013,41220,Private,Florida
University of Miami,2014,42852,Private,Florida
University of Miami,2015,45724,Private,Florida
University of Michigan-Ann Arbor,2011,11837,Public,Michigan
University of Michigan-Ann Arbor,2012,12634,Public,Michigan
University of Michigan-Ann Arbor,2013,12994,Public,Michigan
University of Michigan-Ann Arbor,2014,13142,Public,Michigan
University of Michigan-Ann Arbor,2015,14336,Public,Michigan
University of Michigan-Dearborn,2011,9420,Public,Michigan
University of Michigan-Dearborn,2012,9788,Public,Michigan
University of Michigan-Dearborn,2013,10250,Public,Michigan
University of Michigan-Dearborn,2014,10614,Public,Michigan
University of Michigan-Dearborn,2015,11524,Public,Michigan
University of Michigan-Flint,2011,8160,Public,Michigan
University of Michigan-Flint,2012,8712,Public,Michigan
University of Michigan-Flint,2013,9028,Public,Michigan
University of Michigan-Flint,2014,9356,Public,Michigan
University of Michigan-Flint,2015,10458,Public,Michigan
University of Minnesota-Crookston,2011,10623,Public,Minnesota
University of Minnesota-Crookston,2012,11097,Public,Minnesota
University of Minnesota-Crookston,2013,11456,Public,Minnesota
University of Minnesota-Crookston,2014,11448,Public,Minnesota
University of Minnesota-Crookston,2015,11589,Public,Minnesota
University of Minnesota-Duluth,2011,11808,Public,Minnesota
University of Minnesota-Duluth,2012,12486,Public,Minnesota
University of Minnesota-Duluth,2013,12785,Public,Minnesota
University of Minnesota-Duluth,2014,12815,Public,Minnesota
University of Minnesota-Duluth,2015,13564,Public,Minnesota
University of Minnesota-Morris,2011,11532,Public,Minnesota
University of Minnesota-Morris,2012,12091,Public,Minnesota
University of Minnesota-Morris,2013,12549,Public,Minnesota
University of Minnesota-Morris,2014,12584,Public,Minnesota
University of Minnesota-Morris,2015,13558,Public,Minnesota
University of Minnesota-Twin Cities,2011,12288,Public,Minnesota
University of Minnesota-Twin Cities,2012,13022,Public,Minnesota
University of Minnesota-Twin Cities,2013,13459,Public,Minnesota
University of Minnesota-Twin Cities,2014,13555,Public,Minnesota
University of Minnesota-Twin Cities,2015,13560,Public,Minnesota
University of Mississippi,2011,5436,Public,Mississippi
University of Mississippi,2012,5790,Public,Mississippi
University of Mississippi,2013,6282,Public,Mississippi
University of Mississippi,2014,6760,Public,Mississippi
University of Mississippi,2015,7444,Public,Mississippi
University of Missouri-Columbia,2011,8501,Public,Missouri
University of Missouri-Columbia,2012,8989,Public,Missouri
University of Missouri-Columbia,2013,9257,Public,Missouri
University of Missouri-Columbia,2014,9415,Public,Missouri
University of Missouri-Columbia,2015,9509,Public,Missouri
University of Missouri-Kansas City,2011,8602,Public,Missouri
University of Missouri-Kansas City,2012,9029,Public,Missouri
University of Missouri-Kansas City,2013,9299,Public,Missouri
University of Missouri-Kansas City,2014,9456,Public,Missouri
University of Missouri-Kansas City,2015,9559,Public,Missouri
University of Missouri-St Louis,2011,8631,Public,Missouri
University of Missouri-St Louis,2012,9038,Public,Missouri
University of Missouri-St Louis,2013,9314,Public,Missouri
University of Missouri-St Louis,2014,9474,Public,Missouri
University of Missouri-St Louis,2015,10065,Public,Missouri
University of Mobile,2011,16120,Private,Alabama
University of Mobile,2012,17220,Private,Alabama
University of Mobile,2013,18080,Private,Alabama
University of Mobile,2014,18690,Private,Alabama
University of Mobile,2015,19970,Private,Alabama
University of Montevallo,2011,7750,Public,Alabama
University of Montevallo,2012,8520,Public,Alabama
University of Montevallo,2013,9280,Public,Alabama
University of Montevallo,2014,10000,Public,Alabama
University of Montevallo,2015,11410,Public,Alabama
University of Mount Union,2011,24800,Private,Ohio
University of Mount Union,2012,25700,Private,Ohio
University of Mount Union,2013,26650,Private,Ohio
University of Mount Union,2014,27380,Private,Ohio
University of Mount Union,2015,28550,Private,Ohio
University of Nebraska at Kearney,2011,5912,Public,Nebraska
University of Nebraska at Kearney,2012,6320,Public,Nebraska
University of Nebraska at Kearney,2013,6565,Public,Nebraska
University of Nebraska at Kearney,2014,6542,Public,Nebraska
University of Nebraska at Kearney,2015,6724,Public,Nebraska
University of Nebraska at Omaha,2011,5880,Public,Nebraska
University of Nebraska at Omaha,2012,6280,Public,Nebraska
University of Nebraska at Omaha,2013,6510,Public,Nebraska
University of Nebraska at Omaha,2014,6550,Public,Nebraska
University of Nebraska at Omaha,2015,6389,Public,Nebraska
University of Nebraska-Lincoln,2011,7224,Public,Nebraska
University of Nebraska-Lincoln,2012,7563,Public,Nebraska
University of Nebraska-Lincoln,2013,7984,Public,Nebraska
University of Nebraska-Lincoln,2014,8060,Public,Nebraska
University of Nebraska-Lincoln,2015,8382,Public,Nebraska
University of Nevada-Las Vegas,2011,5808,Public,Nevada
University of Nevada-Las Vegas,2012,6428,Public,Nevada
University of Nevada-Las Vegas,2013,6705,Public,Nevada
University of Nevada-Las Vegas,2014,6690,Public,Nevada
University of Nevada-Las Vegas,2015,6943,Public,Nevada
University of Nevada-Reno,2011,5561,Public,Nevada
University of Nevada-Reno,2012,5630,Public,Nevada
University of Nevada-Reno,2013,6602,Public,Nevada
University of Nevada-Reno,2014,6610,Public,Nevada
University of Nevada-Reno,2015,6902,Public,Nevada
University of New England,2011,29330,Private,Maine
University of New England,2012,30500,Private,Maine
University of New England,2013,31870,Private,Maine
University of New England,2014,33145,Private,Maine
University of New England,2015,34760,Private,Maine
University of New Hampshire at Manchester,2011,11226,Public,New Hampshire
University of New Hampshire at Manchester,2012,12640,Public,New Hampshire
University of New Hampshire at Manchester,2013,13757,Public,New Hampshire
University of New Hampshire at Manchester,2014,13762,Public,New Hampshire
University of New Hampshire at Manchester,2015,16552,Public,New Hampshire
University of New Hampshire-Main Campus,2011,13672,Public,New Hampshire
University of New Hampshire-Main Campus,2012,15250,Public,New Hampshire
University of New Hampshire-Main Campus,2013,16422,Public,New Hampshire
University of New Hampshire-Main Campus,2014,16496,Public,New Hampshire
University of New Hampshire-Main Campus,2015,16552,Public,New Hampshire
University of New Haven,2011,30750,Private,Connecticut
University of New Haven,2012,31750,Private,Connecticut
University of New Haven,2013,32750,Private,Connecticut
University of New Haven,2014,33740,Private,Connecticut
University of New Haven,2015,35650,Private,Connecticut
University of New Mexico-Main Campus,2011,5506,Public,New Mexico
University of New Mexico-Main Campus,2012,5809,Public,New Mexico
University of New Mexico-Main Campus,2013,6050,Public,New Mexico
University of New Mexico-Main Campus,2014,6846,Public,New Mexico
University of New Mexico-Main Campus,2015,6846,Public,New Mexico
University of New Orleans,2011,4759,Public,Louisiana
University of New Orleans,2012,5214,Public,Louisiana
University of New Orleans,2013,5850,Public,Louisiana
University of New Orleans,2014,6578,Public,Louisiana
University of New Orleans,2015,7482,Public,Louisiana
University of North Alabama,2011,5426,Public,Alabama
University of North Alabama,2012,6084,Public,Alabama
University of North Alabama,2013,6528,Public,Alabama
University of North Alabama,2014,7078,Public,Alabama
University of North Alabama,2015,9073,Public,Alabama
University of North Carolina at Asheville,2011,4729,Public,North Carolina
University of North Carolina at Asheville,2012,5393,Public,North Carolina
University of North Carolina at Asheville,2013,5916,Public,North Carolina
University of North Carolina at Asheville,2014,6241,Public,North Carolina
University of North Carolina at Asheville,2015,6485,Public,North Carolina
University of North Carolina at Chapel Hill,2011,6665,Public,North Carolina
University of North Carolina at Chapel Hill,2012,7009,Public,North Carolina
University of North Carolina at Chapel Hill,2013,7693,Public,North Carolina
University of North Carolina at Chapel Hill,2014,8340,Public,North Carolina
University of North Carolina at Chapel Hill,2015,8562,Public,North Carolina
University of North Carolina at Charlotte,2011,5138,Public,North Carolina
University of North Carolina at Charlotte,2012,5440,Public,North Carolina
University of North Carolina at Charlotte,2013,5873,Public,North Carolina
