Name,lon,lat,Controlofinstitution,Website,Acceptance_Rate,State_name,Highest_degree_offered,,Total_Matriculates
Colorado Christian University,-105.094836,39.711701,Private,http://www.ccu.edu/,98,Colorado,Master's degree,,447
Colorado College,-104.82422,38.84657,Private,https://www.coloradocollege.edu/,22,Colorado,Master's degree,,522
Colorado Mesa University,-108.540281,39.076354,Public,http://www.coloradomesa.edu/,82,Colorado,Doctor's degree,,2214
Colorado School of Mines,-105.227148,39.75079,Public,https://www.mines.edu/,37,Colorado,Doctor's degree,,949
Colorado State University-Fort Collins,-105.08083,40.574759,Public,http://www.colostate.edu/,77,Colorado,Doctor's degree,,4443
Colorado State University-Pueblo,-104.579846,38.309219,Public,http://www.csupueblo.edu/Pages/default.aspx,94,Colorado,Master's degree,,916
Columbia College,-92.326544,38.957899,Private,http://www.ccis.edu/,79,Missouri,Master's degree,,7374
Columbia College,-81.001369,34.062923,Private,http://www.ccis.edu/,65,South Carolina,Master's degree,,128
Columbia College-Chicago,-87.624554,41.873589,Private,http://www.colum.edu/,91,Illinois,Master's degree,,2161
Columbia International University,-81.069502,34.081233,Private,http://www.ciu.edu/,63,South Carolina,Doctor's degree,,103
Columbia University in the City of New York,-73.961885,40.808286,Private,http://www.columbia.edu/,7,New York,Doctor's degree,,1415
Columbus State University,-84.940796,32.501556,Public,https://www.columbusstate.edu/,55,Georgia,Doctor's degree,,1045
Concord University,-81.005694,37.423854,Public,http://www.concord.edu/,46,West Virginia,Master's degree,,529
Concordia College Alabama,-87.023531,32.42443,Private,http://www.ccal.edu/,100,Alabama,Bachelor's degree,,57
Concordia College at Moorhead,-96.765567,46.859423,Private,https://www.concordiacollege.edu/,80,Minnesota,Master's degree,,684
Concordia College-New York,-73.82212,40.94253,Private,http://www.concordia-ny.edu/,67,New York,Master's degree,,153
Concordia University-Ann Arbor,-83.682676,42.274723,Private,https://www.cuaa.edu/,54,Michigan,Master's degree,,188
Concordia University-Chicago,-87.810009,41.898574,Private,https://www.cuchicago.edu/,54,Illinois,Doctor's degree,,376
Concordia University-Irvine,-117.81063,33.6535,Private,http://www.cui.edu/,91,California,Master's degree,,373
Concordia University-Nebraska,-97.089054,40.914853,Private,http://www.cune.edu/,72,Nebraska,Master's degree,,282
Concordia University-Portland,-122.637944,45.568242,Private,http://www.cu-portland.edu/,56,Oregon,Doctor's degree,,217
Concordia University-Saint Paul,-93.154369,44.951231,Private,https://www.csp.edu/,52,Minnesota,Master's degree,,287
Concordia University-Texas,-97.836247,30.420952,Private,http://www.concordia.edu/,47,Texas,Master's degree,,192
Concordia University-Wisconsin,-87.916628,43.254217,Private,https://www.cuw.edu/,70,Wisconsin,Doctor's degree,,580
Connecticut College,-72.107321,41.379833,Private,https://www.conncoll.edu/,36,Connecticut,Master's degree,,503
Converse College,-81.918829,34.956232,Private,http://www.converse.edu/,52,South Carolina,Master's degree,,237
Cooper Union for the Advancement of Science and Art,-73.990516,40.72938,Private,http://www.cooper.edu/,8,New York,Master's degree,,186
Coppin State University,-76.658547,39.310786,Public,http://www.coppin.edu/,36,Maryland,Doctor's degree,,446
Corban University,-122.958413,44.88408,Private,https://www.corban.edu/,32,Oregon,Doctor's degree,,222
Cornell College,-91.425435,41.925982,Private,http://www.cornellcollege.edu/,64,Iowa,Bachelor's degree,,261
Cornell University,-76.48269,42.445291,Private,https://www.cornell.edu/,16,New York,Doctor's degree,,3223
Cornerstone University,-85.595602,42.979044,Private,https://www.cornerstone.edu/,68,Michigan,Master's degree,,362
Covenant College,-85.37496,34.963327,Private,http://www.covenant.edu/,57,Georgia,Master's degree,,268
Creighton University,-95.947029,41.265325,Private,https://www.creighton.edu/,77,Nebraska,Doctor's degree,,966
Crown College,-93.743015,44.885372,Private,http://www.crown.edu/,55,Minnesota,Master's degree,,210
Culver-Stockton College,-91.526682,40.130064,Private,http://www.culver.edu/,59,Missouri,Master's degree,,220
Cumberland University,-86.29966,36.204243,Private,http://www.cumberland.edu/,47,Tennessee,Master's degree,,212
CUNY Bernard M Baruch College,-73.983417,40.740238,Public,http://www.baruch.cuny.edu/,25,New York,Master's degree,,1185
CUNY Brooklyn College,-73.95312,40.631912,Public,http://www.brooklyn.cuny.edu/web/home.php,32,New York,Master's degree,,1148
CUNY City College,-73.95055,40.819794,Public,https://www.ccny.cuny.edu/,34,New York,Doctor's degree,,1397
CUNY Hunter College,-73.964795,40.768669,Public,http://www.hunter.cuny.edu/main/,30,New York,Doctor's degree,,1971
CUNY John Jay College of Criminal Justice,-73.988381,40.770675,Public,http://www.jjay.cuny.edu/,34,New York,Master's degree,,1908
CUNY Lehman College,-73.894627,40.873928,Public,http://www.lehman.cuny.edu/,23,New York,Master's degree,,551
CUNY Medgar Evers College,-73.957076,40.666256,Public,http://www.mec.cuny.edu/,91,New York,Bachelor's degree,,1045
CUNY New York City College of Technology,-73.987856,40.695483,Public,http://www.citytech.cuny.edu/,77,New York,Bachelor's degree,,2861
CUNY Queens College,-73.815387,40.737771,Public,http://www.qc.cuny.edu/Pages/home.aspx,37,New York,Master's degree,,1449
CUNY York College,-73.794586,40.702661,Public,https://www.york.cuny.edu/,35,New York,Master's degree,,1111
Curry College,-71.114007,42.240616,Private,https://www.curry.edu/,67,Massachusetts,Master's degree,,643
Daemen College,-78.789025,42.965024,Private,http://www.daemen.edu/,49,New York,Doctor's degree,,411
Dakota State University,-97.109609,44.0127,Public,http://dsu.edu/,83,South Dakota,Doctor's degree,,318
Dakota Wesleyan University,-98.030566,43.695995,Private,http://www.dwu.edu/,70,South Dakota,Master's degree,,168
Dallas Baptist University,-96.947006,32.710017,Private,http://www.dbu.edu/,42,Texas,Doctor's degree,,492
Dalton State College,-85.00289,34.77496,Public,https://www.daltonstate.edu/,51,Georgia,Bachelor's degree,,1967
Dartmouth College,-72.289951,43.70408,Private,http://dartmouth.edu/,10,New Hampshire,Doctor's degree,,1098
Davenport University,-85.529655,42.849713,Private,http://www.davenport.edu/,92,Michigan,Master's degree,,581
Davidson College,-80.845236,35.500006,Private,https://www.davidson.edu/,26,North Carolina,Bachelor's degree,,483
Davis & Elkins College,-79.846391,38.928693,Private,http://www.dewv.edu/,57,West Virginia,Bachelor's degree,,269
Defiance College,-84.356596,41.300336,Private,http://www.defiance.edu/,72,Ohio,Master's degree,,241
Delaware State University,-75.54053,39.187173,Public,http://www.desu.edu/,42,Delaware,Doctor's degree,,1036
Delaware Valley College,-75.158202,40.29757,Private,http://www.delval.edu/,68,Pennsylvania,Master's degree,,416
Delta State University,-90.734378,33.743896,Public,http://www.deltastate.edu/,89,Mississippi,Doctor's degree,,343
Denison University,-82.520625,40.072582,Private,http://denison.edu/,46,Ohio,Bachelor's degree,,582
DePaul University,-87.654116,41.923332,Private,https://www.depaul.edu/Pages/default.aspx,60,Illinois,Doctor's degree,,2425
DePauw University,-86.863556,39.63953,Private,http://www.depauw.edu/,61,Indiana,Bachelor's degree,,641
DeSales University,-75.376549,40.540137,Private,http://www.desales.edu/,76,Pennsylvania,Doctor's degree,,416
Dickinson College,-77.197854,40.202796,Private,http://www.dickinson.edu/,44,Pennsylvania,Bachelor's degree,,625
Dickinson State University,-102.800511,46.882677,Public,http://www.dickinsonstate.edu/,49,North Dakota,Bachelor's degree,,165
Dillard University,-90.065348,29.996468,Private,http://www.dillard.edu/,35,Louisiana,Bachelor's degree,,229
Dixie State University,-113.565894,37.103875,Public,https://dixie.edu/,100,Utah,Bachelor's degree,,3208
Doane College-Crete,-96.949656,40.623107,Private,http://www.doane.edu/,72,Nebraska,Bachelor's degree,,287
Dominican College of Blauvelt,-73.95234,41.054111,Private,http://www.dc.edu/,72,New York,Doctor's degree,,286
Dominican University,-87.821872,41.902834,Private,http://www.dom.edu/,60,Illinois,Doctor's degree,,497
Dominican University of California,-122.514654,37.980014,Private,http://www.dominican.edu/,78,California,Master's degree,,305
Donnelly College,-94.65103,39.112227,Private,http://www.donnelly.edu/,95,Kansas,Bachelor's degree,,205
Dordt College,-96.166319,43.08396,Private,http://www.dordt.edu/,75,Iowa,Master's degree,,381
Dowling College,-73.164816,40.746051,Private,http://www.dowling.edu/,78,New York,Doctor's degree,,388
Drake University,-93.654062,41.60381,Private,http://www.drake.edu/,66,Iowa,Doctor's degree,,850
Drew University,-74.425825,40.757026,Private,https://www.drew.edu/,77,New Jersey,Doctor's degree,,400
Drexel University,-75.188745,39.954855,Private,http://drexel.edu/,81,Pennsylvania,Doctor's degree,,3040
Drury University,-93.285773,37.219757,Private,http://www.drury.edu/,81,Missouri,Master's degree,,325
Duke University,-78.94226,36.00159,Private,https://duke.edu/,13,North Carolina,Doctor's degree,,1714
Duquesne University,-79.993046,40.437496,Private,http://www.duq.edu/,74,Pennsylvania,Doctor's degree,,1547
D'Youville College,-78.890369,42.902263,Private,http://www.dyc.edu/,79,New York,Doctor's degree,,258
Earlham College,-84.911464,39.822278,Private,http://www.earlham.edu/,64,Indiana,Master's degree,,254
East Carolina University,-77.366199,35.606347,Public,http://www.ecu.edu/,62,North Carolina,Doctor's degree,,4015
East Central University,-96.664196,34.773805,Public,https://www.ecok.edu/,98,Oklahoma,Master's degree,,612
East Stroudsburg University of Pennsylvania,-75.172614,40.99622,Public,http://www.esu.edu/,78,Pennsylvania,Master's degree,,1210
East Tennessee State University,-82.366954,36.301643,Public,http://www.etsu.edu/etsuhome/,86,Tennessee,Doctor's degree,,1881
East Texas Baptist University,-94.374337,32.554545,Private,https://www.etbu.edu/,74,Texas,Master's degree,,345
Eastern Connecticut State University,-72.218753,41.721673,Public,http://www1.easternct.edu/,65,Connecticut,Master's degree,,985
Eastern Illinois University,-88.175505,39.483017,Public,https://www.eiu.edu/,62,Illinois,Master's degree,,1333
Eastern Kentucky University,-84.301356,37.740396,Public,http://www.eku.edu/,60,Kentucky,Doctor's degree,,2306
Eastern Mennonite University,-78.876077,38.478611,Private,https://www.emu.edu/,65,Virginia,Master's degree,,232
Eastern Michigan University,-83.624499,42.245751,Public,http://www.emich.edu/,64,Michigan,Doctor's degree,,2636
Eastern Nazarene College,-71.011238,42.271214,Private,http://www.enc.edu/,56,Massachusetts,Master's degree,,165
Eastern New Mexico University-Main Campus,-103.347294,34.17826,Public,http://www.enmu.edu/,63,New Mexico,Master's degree,,659
Eastern Oregon University,-118.09384,45.320392,Public,https://www.eou.edu/,67,Oregon,Master's degree,,426
Eastern University,-75.370268,40.052306,Private,http://www.eastern.edu/,64,Pennsylvania,Doctor's degree,,459
Eastern Washington University,-117.589371,47.491293,Public,https://www.ewu.edu/,80,Washington,Doctor's degree,,1579
East-West University,-87.624793,41.871309,Private,https://www.eastwest.edu/,82,Illinois,Bachelor's degree,,12
Eckerd College,-82.685992,27.718996,Private,http://www.eckerd.edu/,71,Florida,Bachelor's degree,,534
Edgewood College,-89.422122,43.058727,Private,http://www.edgewood.edu/,77,Wisconsin,Doctor's degree,,298
Edinboro University of Pennsylvania,-80.126363,41.869978,Public,http://www.edinboro.edu/,87,Pennsylvania,Master's degree,,1191
Edward Waters College,-81.684817,30.34513,Private,http://www.ewc.edu/,27,Florida,Bachelor's degree,,208
Elizabeth City State University,-76.210063,36.273539,Public,http://www.ecsu.edu/,57,North Carolina,Master's degree,,527
Elizabethtown College,-76.594175,40.150372,Private,http://www.etown.edu/,70,Pennsylvania,Master's degree,,530
Elmhurst College,-87.946096,41.899215,Private,http://www.elmhurst.edu/,72,Illinois,Master's degree,,506
Elmira College,-76.811333,42.092724,Private,http://www.elmira.edu/,80,New York,Master's degree,,324
Elon University,-79.505632,36.104149,Private,http://www.elon.edu/home/,54,North Carolina,Doctor's degree,,1474
Embry-Riddle Aeronautical University-Daytona Beach,-81.0495,29.189244,Private,http://daytonabeach.erau.edu/,74,Florida,Doctor's degree,,944
Embry-Riddle Aeronautical University-Prescott,-112.452285,34.615678,Private,http://prescott.erau.edu/,79,Arizona,Master's degree,,448
Emerson College,-71.074037,42.35532,Private,http://www.emerson.edu/,48,Massachusetts,Master's degree,,863
Emmanuel College,-83.146825,34.282617,Private,https://www.emmanuel.edu/,48,Georgia,Bachelor's degree,,156
Emmanuel College,-71.103038,42.341191,Private,https://www.emmanuel.edu/,60,Massachusetts,Master's degree,,515
Emory & Henry College,-81.831737,36.772543,Private,http://www.ehc.edu/,66,Virginia,Master's degree,,267
Emory University,-84.325782,33.798836,Private,http://www.emory.edu/home/index.html,26,Georgia,Doctor's degree,,1363
Emporia State University,-96.179454,38.412583,Public,https://www.emporia.edu/,61,Kansas,Doctor's degree,,696
Endicott College,-70.840729,42.554177,Private,http://www.endicott.edu/,72,Massachusetts,Doctor's degree,,629
Erskine College,-82.390797,34.330674,Private,http://www.erskine.edu/,70,South Carolina,Doctor's degree,,194
Eureka College,-89.268952,40.713042,Private,http://www.eureka.edu/,68,Illinois,Bachelor's degree,,138
Evangel University,-93.262614,37.220956,Private,https://www.evangel.edu/,64,Missouri,Master's degree,,460
Everglades University,-80.108331,26.391218,Private,http://www.evergladesuniversity.edu/,91,Florida,Master's degree,,53
Fairfield University,-73.25778,41.160732,Private,https://www.fairfield.edu/,71,Connecticut,Doctor's degree,,990
Fairleigh Dickinson University-College at Florham,-74.435359,40.777364,Private,http://www.fdu.edu/,78,New Jersey,Doctor's degree,,586
Fairleigh Dickinson University-Metropolitan Campus,-74.030023,40.896162,Private,http://www.fdu.edu/,73,New Jersey,Doctor's degree,,760
Fairmont State University,-80.161844,39.485925,Public,http://www.fairmontstate.edu/,66,West Virginia,Master's degree,,757
Farmingdale State College,-73.426371,40.75408,Public,http://www.farmingdale.edu/,53,New York,Bachelor's degree,,1190
Fashion Institute of Technology,-73.994781,40.74731,Public,http://www.fitnyc.edu/,45,New York,Master's degree,,1233
Faulkner University,-86.21641,32.384181,Private,https://www.faulkner.edu/,58,Alabama,Doctor's degree,,854
Fayetteville State University,-78.894709,35.072485,Public,http://www.uncfsu.edu/,55,North Carolina,Doctor's degree,,612
Felician College,-74.096452,40.867272,Private,http://www.felician.edu/,88,New Jersey,Doctor's degree,,153
Ferris State University,-85.483509,43.687464,Public,http://www.ferris.edu/,76,Michigan,Doctor's degree,,2006
Ferrum College,-80.020864,36.926648,Private,http://www.ferrum.edu/,74,Virginia,Bachelor's degree,,569
Finlandia University,-88.589392,47.12709,Private,http://www.finlandia.edu/,59,Michigan,Bachelor's degree,,109
Fisher College,-71.074125,42.355253,Private,http://www.fisher.edu/,63,Massachusetts,Bachelor's degree,,239
Fisk University,-86.805671,36.16912,Private,https://www.fisk.edu/,40,Tennessee,Master's degree,,226
Fitchburg State University,-71.789354,42.589345,Public,http://www.fitchburgstate.edu/,72,Massachusetts,Master's degree,,759
Flagler College-St Augustine,-81.315256,29.89335,Private,http://www.flagler.edu/,50,Florida,Bachelor's degree,,708
Florida Agricultural and Mechanical University,-84.285664,30.428599,Public,http://www.famu.edu/,45,Florida,Doctor's degree,,1145
Florida Atlantic University,-80.102293,26.372536,Public,http://www.fau.edu/,48,Florida,Doctor's degree,,3479
Florida College,-82.383446,28.034911,Private,https://www.floridacollege.edu/,59,Florida,Bachelor's degree,,196
Florida Gulf Coast University,-81.773578,26.464262,Public,http://www.fgcu.edu/,66,Florida,Doctor's degree,,2761
Florida Institute of Technology,-80.624628,28.064503,Private,http://www.fit.edu/,60,Florida,Doctor's degree,,783
Florida International University,-80.377591,25.757111,Public,http://www.fiu.edu/,43,Florida,Doctor's degree,,2990
Florida Memorial University,-80.270672,25.917854,Private,http://www.fmuniv.edu/,42,Florida,Master's degree,,432
Florida Southern College,-81.945791,28.031507,Private,http://www.flsouthern.edu/home.aspx,50,Florida,Master's degree,,635
Florida State University,-84.294801,30.4421,Public,http://www.fsu.edu/,57,Florida,Doctor's degree,,6048
Fontbonne University,-90.315712,38.642697,Private,https://www.fontbonne.edu/,65,Missouri,Master's degree,,160
Fordham University,-73.889578,40.861183,Private,http://www.fordham.edu/site/index.php,47,New York,Doctor's degree,,1967
Fort Hays State University,-99.340493,38.872436,Public,https://www.fhsu.edu/,89,Kansas,Master's degree,,1063
Fort Lewis College,-107.867003,37.275428,Public,https://www.fortlewis.edu/,88,Colorado,Master's degree,,876
Fort Valley State University,-83.895548,32.538163,Public,http://www.fvsu.edu/,33,Georgia,Master's degree,,624
Framingham State University,-71.437175,42.297289,Public,https://www.framingham.edu/,52,Massachusetts,Master's degree,,826
Francis Marion University,-79.655515,34.192277,Public,http://www.fmarion.edu/,57,South Carolina,Master's degree,,744
Franciscan University of Steubenville,-80.623094,40.376086,Private,http://www.franciscan.edu/,76,Ohio,Master's degree,,460
Franklin and Marshall College,-76.319037,40.048045,Private,http://www.fandm.edu/,39,Pennsylvania,Bachelor's degree,,599
Franklin College,-86.047182,39.478298,Private,http://franklincollege.edu/,60,Indiana,Bachelor's degree,,296
Franklin Pierce University,-72.057875,42.782305,Private,http://www.franklinpierce.edu/,85,New Hampshire,Doctor's degree,,538
Freed-Hardeman University,-88.639418,35.440073,Private,https://www.fhu.edu/,92,Tennessee,Master's degree,,356
Fresno Pacific University,-119.731953,36.725279,Private,http://www.fresno.edu/,78,California,Master's degree,,212
Friends University,-97.366666,37.678495,Private,https://www.friends.edu/,59,Kansas,Master's degree,,184
Frostburg State University,-78.933871,39.651509,Public,http://www.frostburg.edu/,59,Maryland,Doctor's degree,,895
Furman University,-82.441473,34.920785,Private,http://www.furman.edu/Pages/default.aspx,64,South Carolina,Master's degree,,759
Gallaudet University,-76.993675,38.907371,Private,http://www2.gallaudet.edu/,66,District of Columbia,Doctor's degree,,201
Gannon University,-80.086258,42.126111,Private,http://www.gannon.edu/,80,Pennsylvania,Doctor's degree,,622
Gardner-Webb University,-81.668141,35.24732,Private,http://www.gardner-webb.edu/,48,North Carolina,Doctor's degree,,435
Geneva College,-80.352545,40.773474,Private,http://www.geneva.edu/,68,Pennsylvania,Master's degree,,334
George Fox University,-122.968394,45.30399,Private,http://www.georgefox.edu/,75,Oregon,Doctor's degree,,624
George Mason University,-77.30794,38.83088,Public,https://www2.gmu.edu/,62,Virginia,Doctor's degree,,3011
George Washington University,-77.047871,38.89865,Private,https://www.gwu.edu/,33,District of Columbia,Doctor's degree,,2387
Georgetown College,-84.554583,38.207934,Private,http://www.georgetowncollege.edu/,82,Kentucky,Master's degree,,238
Georgetown University,-77.073463,38.908809,Private,https://www.georgetown.edu/,17,District of Columbia,Doctor's degree,,1570
Georgia College and State University,-83.231962,33.082787,Public,http://www.gcsu.edu/,68,Georgia,Doctor's degree,,1392
Georgia Gwinnett College,-84.001135,33.979915,Public,http://www.ggc.edu/,96,Georgia,Bachelor's degree,,
Georgia Institute of Technology-Main Campus,-84.396019,33.773732,Public,http://www.gatech.edu/,55,Georgia,Doctor's degree,,3044
Georgia Southern University,-81.782201,32.427756,Public,http://www.georgiasouthern.edu/,52,Georgia,Doctor's degree,,3604
Georgia Southwestern State University,-84.217755,32.058198,Public,https://gsw.edu/,68,Georgia,Master's degree,,376
Georgia State University,-84.38667,33.7527,Public,http://www.gsu.edu/,55,Georgia,Doctor's degree,,3460
Georgian Court University,-74.22622,40.098706,Private,http://georgian.edu/,78,New Jersey,Master's degree,,275
Gettysburg College,-77.234982,39.836091,Private,https://www.gettysburg.edu/,42,Pennsylvania,Bachelor's degree,,703
Glenville State College,-80.833597,38.935341,Public,http://www.glenville.edu/,74,West Virginia,Bachelor's degree,,315
Goddard College,-72.437252,44.27912,Private,http://www.goddard.edu/,100,Vermont,Master's degree,,2
Golden Gate University-San Francisco,-122.398785,37.789208,Private,http://www.ggu.edu/,93,California,Doctor's degree,,0
Gonzaga University,-117.403062,47.668144,Private,http://www.gonzaga.edu/,67,Washington,Doctor's degree,,1096
Gordon College,-70.819133,42.588173,Private,http://www.gordon.edu/,41,Massachusetts,Master's degree,,481
Goshen College,-85.826766,41.564254,Private,https://www.goshen.edu/,55,Indiana,Master's degree,,167
Goucher College,-76.594843,39.410175,Private,http://www.goucher.edu/,72,Maryland,Master's degree,,410
Grace Bible College,-85.692077,42.919541,Private,http://www.gbcol.edu/,75,Michigan,Bachelor's degree,,136
Grace College and Theological Seminary,-85.813931,41.226473,Private,http://www.grace.edu/,79,Indiana,Doctor's degree,,347
Grace University,-95.92789,41.244723,Private,https://www.graceuniversity.edu/,58,Nebraska,Master's degree,,96
Graceland University-Lamoni,-93.924893,40.615966,Private,http://www.graceland.edu/,50,Iowa,Doctor's degree,,326
Grambling State University,-92.717367,32.522702,Public,http://www.gram.edu/,44,Louisiana,Doctor's degree,,714
Grand Valley State University,-85.887519,42.965208,Public,https://www.gvsu.edu/,83,Michigan,Doctor's degree,,4078
Grand View University,-93.605016,41.620909,Private,http://www.grandview.edu/,95,Iowa,Master's degree,,298
Granite State College,-71.527241,43.1929,Public,http://www.granite.edu/,91,New Hampshire,Master's degree,,1041
Gratz College,-75.133025,40.065782,Private,http://www.gratz.edu/,92,Pennsylvania,Doctor's degree,,612
Great Basin College,-115.76733,40.84242,Public,http://www.gbcnv.edu/,95,Nevada,Bachelor's degree,,1746
Green Mountain College,-73.241107,43.517134,Private,http://www.greenmtn.edu/,76,Vermont,Master's degree,,136
Greensboro College,-79.800232,36.071082,Private,https://www.greensboro.edu/,78,North Carolina,Master's degree,,200
Greenville College,-89.409178,38.894751,Private,http://www.greenville.edu/,66,Illinois,Master's degree,,277
Grinnell College,-92.721246,41.747048,Private,https://www.grinnell.edu/,35,Iowa,Bachelor's degree,,423
Guilford College,-79.888848,36.092563,Private,http://www.guilford.edu/,68,North Carolina,Bachelor's degree,,407
Gustavus Adolphus College,-93.971928,44.324968,Private,https://gustavus.edu/,63,Minnesota,Bachelor's degree,,610
Gwynedd Mercy University,-75.238052,40.197566,Private,https://www.gmercyu.edu/,66,Pennsylvania,Master's degree,,211
Hamilton College,-75.408853,43.047809,Private,https://www.hamilton.edu/index.cfm,27,New York,Bachelor's degree,,491
Hamline University,-93.163983,44.965696,Private,http://www.hamline.edu/,66,Minnesota,Doctor's degree,,536
Hampden-Sydney College,-78.461371,37.242482,Private,http://www.hsc.edu/,55,Virginia,Bachelor's degree,,293
Hampshire College,-72.532401,42.324772,Private,https://www.hampshire.edu/,64,Massachusetts,Bachelor's degree,,361
Hampton University,-76.337647,37.022084,Private,http://www.hamptonu.edu/,36,Virginia,Doctor's degree,,1004
Hannibal-LaGrange University,-91.391423,39.730785,Private,http://www.hlg.edu/index.php,68,Missouri,Master's degree,,173
Hanover College,-85.461086,38.712488,Private,https://www.hanover.edu/,67,Indiana,Bachelor's degree,,334
Harding University,-91.729008,35.249605,Private,http://www.harding.edu/,76,Arkansas,Doctor's degree,,1041
Hardin-Simmons University,-99.733815,32.476786,Private,https://www.hsutx.edu/,38,Texas,Doctor's degree,,415
Harrisburg University of Science and Technology,-76.8808,40.261303,Private,http://harrisburgu.edu/,48,Pennsylvania,Master's degree,,
Harris-Stowe State University,-90.224288,38.631744,Public,http://www.hssu.edu/,93,Missouri,Bachelor's degree,,314
Hartwick College,-75.073609,42.454023,Private,http://www.hartwick.edu/,84,New York,Bachelor's degree,,528
Harvard University,-71.118177,42.374429,Private,http://www.harvard.edu/,6,Massachusetts,Doctor's degree,,1659
Harvey Mudd College,-117.710594,34.106137,Private,https://www.hmc.edu/,18,California,Bachelor's degree,,217
Hastings College,-98.373641,40.590448,Private,http://www.hastings.edu/,74,Nebraska,Master's degree,,345
Haverford College,-75.302562,40.013368,Private,https://www.haverford.edu/,23,Pennsylvania,Bachelor's degree,,330
Hawaii Pacific University,-157.859411,21.31028,Private,http://www.hpu.edu/,64,Hawaii,Master's degree,,591
Heidelberg University,-83.166581,41.114337,Private,http://www.heidelberg.edu/,61,Ohio,Master's degree,,316
Henderson State University,-93.060313,34.127792,Public,http://www.hsu.edu/,62,Arkansas,Master's degree,,704
Hendrix College,-92.442021,35.09972,Private,https://www.hendrix.edu/,80,Arkansas,Master's degree,,436
Heritage University,-120.395287,46.374571,Private,http://www.heritage.edu/,89,Washington,Master's degree,,398
Hilbert College,-78.82029,42.75505,Private,http://www.hilbert.edu/,81,New York,Master's degree,,191
Hiram College,-81.141552,41.310998,Private,http://www.hiram.edu/,57,Ohio,Master's degree,,290
Hobart William Smith Colleges,-76.984813,42.858562,Private,http://www2.hws.edu/,49,New York,Master's degree,,643
Hodges University,-81.741241,26.277222,Private,http://www.hodges.edu/,83,Florida,Master's degree,,170
Hofstra University,-73.60078,40.715959,Private,http://www.hofstra.edu/home/,59,New York,Doctor's degree,,1488
Hollins University,-79.942196,37.354629,Private,https://www.hollins.edu/,69,Virginia,Master's degree,,148
Holy Cross College,-86.253668,41.699982,Private,http://www.holycross.edu/,72,Indiana,Bachelor's degree,,157
Holy Family University,-74.990365,40.060414,Private,https://www.holyfamily.edu/,76,Pennsylvania,Doctor's degree,,297
Holy Names University,-122.18717,37.802654,Private,https://www.hnu.edu/,57,California,Master's degree,,87
Hood College,-77.419282,39.421908,Private,http://www.hood.edu/,81,Maryland,Master's degree,,281
Hope College,-86.105376,42.788052,Private,http://www.hope.edu/index.html,73,Michigan,Bachelor's degree,,822
Hope International University,-117.88573,33.87616,Private,http://www.hiu.edu/,47,California,Master's degree,,78
Houghton College,-78.156882,42.426841,Private,http://www.houghton.edu/,91,New York,Master's degree,,223
Houston Baptist University,-95.515978,29.694414,Private,https://www.hbu.edu/,73,Texas,Master's degree,,1135
Howard Payne University,-98.984956,31.716345,Private,http://www.hputx.edu/,54,Texas,Master's degree,,347
Howard University,-77.019478,38.920739,Private,https://www2.howard.edu/,49,District of Columbia,Doctor's degree,,1394
Humboldt State University,-124.0814,40.8741,Public,https://www.humboldt.edu/,80,California,Master's degree,,1237
Humphreys College-Stockton and Modesto Campuses,-121.316401,38.011051,Private,http://www.humphreys.edu/,91,California,Doctor's degree,,415
Huntingdon College,-86.285313,32.350939,Private,http://www.huntingdon.edu/,63,Alabama,Bachelor's degree,,261
Huntington University,-85.499624,40.89907,Private,https://www.huntington.edu/,97,Indiana,Master's degree,,227
Husson University,-68.791323,44.828888,Private,http://www.husson.edu/,80,Maine,Doctor's degree,,444
Huston-Tillotson University,-97.721698,30.264672,Private,http://htu.edu/,46,Texas,Bachelor's degree,,211
Idaho State University,-112.429084,42.864108,Public,http://www.isu.edu/,92,Idaho,Doctor's degree,,5095
Illinois College,-90.246256,39.730827,Private,http://www.ic.edu/RelId/33637/ISvars/default/Home.htm,61,Illinois,Master's degree,,270
Illinois Institute of Technology,-87.628346,41.833801,Private,http://web.iit.edu/,57,Illinois,Doctor's degree,,465
Illinois State University,-88.99234,40.509724,Public,http://illinoisstate.edu/,69,Illinois,Doctor's degree,,2981
Illinois Wesleyan University,-88.990622,40.491522,Private,https://www.iwu.edu/,58,Illinois,Bachelor's degree,,529
Immaculata University,-75.57063,40.027963,Private,http://www.immaculata.edu/,80,Pennsylvania,Doctor's degree,,247
Indiana State University,-87.407085,39.46873,Public,http://www.indstate.edu/,83,Indiana,Doctor's degree,,2661
Indiana University of Pennsylvania-Main Campus,-79.159869,40.615589,Public,http://www.iup.edu/,90,Pennsylvania,Doctor's degree,,2741
Indiana University-Bloomington,-86.526904,39.166383,Public,https://www.indiana.edu/,72,Indiana,Doctor's degree,,7604
Indiana University-East,-84.886187,39.867099,Public,http://www.iue.edu/,54,Indiana,Master's degree,,404
Indiana University-Kokomo,-86.132096,40.459913,Public,http://www.iuk.edu/,74,Indiana,Master's degree,,508
Indiana University-Northwest,-87.338457,41.556723,Public,http://www.iun.edu/,76,Indiana,Master's degree,,830
Indiana University-Purdue University-Fort Wayne,-85.111747,41.115418,Public,https://www.ipfw.edu/,83,Indiana,Master's degree,,1660
Indiana University-Purdue University-Indianapolis,-86.172217,39.772948,Public,https://www.iupui.edu/,70,Indiana,Doctor's degree,,3796
