Name,lon,lat,Controlofinstitution,Website,Acceptance_Rate,State_name,Highest_degree_offered,,Total_Matriculates
Northern Illinois University,-88.766065,41.933791,Public,http://www.niu.edu/index.shtml,56,Illinois,Doctor's degree,,2679
Northern Kentucky University,-84.465959,39.029221,Public,https://www.nku.edu/,47,Kentucky,Doctor's degree,,2107
Northern Michigan University,-87.403857,46.558037,Public,http://www.nmu.edu/,73,Michigan,Master's degree,,1680
Northern New Mexico College,-106.084395,36.004073,Public,http://nnmc.edu/,79,New Mexico,Bachelor's degree,,407
Northern State University,-98.4837,45.452555,Public,http://www.northern.edu/Pages/default.aspx,93,South Dakota,Master's degree,,410
Northland College,-90.874991,46.578983,Private,https://www.northland.edu/,59,Wisconsin,Bachelor's degree,,140
Northland International University,-88.095933,45.58114,Private,http://northlandcamp.org/home,54,Wisconsin,Doctor's degree,,67
Northwest Christian University,-123.079754,44.047483,Private,http://www.nwcu.edu/,70,Oregon,Master's degree,,82
Northwest Missouri State University,-94.884341,40.352706,Public,http://www.nwmissouri.edu/,72,Missouri,Master's degree,,1260
Northwest Nazarene University,-116.564792,43.563181,Private,http://www.nnu.edu/,62,Idaho,Doctor's degree,,261
Northwest University,-122.191505,47.657743,Private,https://www.northwestu.edu/,97,Washington,Doctor's degree,,218
Northwestern College,-96.058382,42.998955,Private,http://www.nwciowa.edu/,76,Iowa,Bachelor's degree,,284
Northwestern Oklahoma State University,-98.667596,36.796313,Public,http://www.nwosu.edu/,60,Oklahoma,Master's degree,,437
Northwestern State University of Louisiana,-93.097715,31.750675,Public,https://www.nsula.edu/,84,Louisiana,Master's degree,,1231
Northwestern University,-87.673653,42.058377,Private,http://www.northwestern.edu/,15,Illinois,Doctor's degree,,2037
Norwich University,-72.660129,44.139402,Private,http://www.norwich.edu/,63,Vermont,Master's degree,,599
Notre Dame College,-81.516212,41.506938,Private,http://www.notredamecollege.edu/,90,Ohio,Master's degree,,338
Notre Dame de Namur University,-122.284618,37.517501,Private,http://www.ndnu.edu/,87,California,Master's degree,,172
Notre Dame of Maryland University,-76.619701,39.351307,Private,http://www.ndm.edu/,50,Maryland,Doctor's degree,,104
Nova Southeastern University,-80.24248,26.079337,Private,http://www.nova.edu/,57,Florida,Doctor's degree,,673
Nyack College,-73.931106,41.086425,Private,http://www.nyack.edu/,97,New York,Doctor's degree,,264
Oakland City University,-87.351611,38.339606,Private,http://www.oak.edu/,73,Indiana,Doctor's degree,,108
Oakland University,-83.218866,42.672586,Public,http://wwwp.oakland.edu/,66,Michigan,Doctor's degree,,2569
Oakwood University,-86.661628,34.756628,Private,http://www.oakwood.edu/,34,Alabama,Master's degree,,409
Oberlin College,-82.221786,41.29474,Private,https://home.oberlin.edu/,30,Ohio,Master's degree,,781
Occidental College,-118.210783,34.126224,Private,http://www.oxy.edu/,42,California,Master's degree,,548
Oglethorpe University,-84.334756,33.875939,Private,http://oglethorpe.edu/,56,Georgia,Master's degree,,282
Ohio Christian University,-82.905986,39.610895,Private,http://www.ohiochristian.edu/,97,Ohio,Master's degree,,719
Ohio Dominican University,-82.940499,39.99265,Private,http://www.ohiodominican.edu/,49,Ohio,Master's degree,,239
Ohio Northern University,-83.830729,40.766144,Private,http://www.onu.edu/,68,Ohio,Doctor's degree,,613
Ohio State University-Lima Campus,-84.026195,40.737828,Public,http://lima.osu.edu/,82,Ohio,Master's degree,,197
Ohio State University-Main Campus,-83.009001,39.998389,Public,https://www.osu.edu/,56,Ohio,Doctor's degree,,7130
Ohio State University-Mansfield Campus,-82.578673,40.797259,Public,https://mansfield.osu.edu/,83,Ohio,Master's degree,,219
Ohio State University-Marion Campus,-83.085889,40.579444,Public,https://osumarion.osu.edu/,77,Ohio,Master's degree,,286
Ohio State University-Newark Campus,-82.447992,40.068353,Public,http://newark.osu.edu/,92,Ohio,Master's degree,,422
Ohio University-Main Campus,-82.101064,39.326799,Public,https://www.ohio.edu/,73,Ohio,Doctor's degree,,4244
Ohio Valley University,-81.5392,39.31236,Private,https://www.ovu.edu/,36,West Virginia,Master's degree,,91
Ohio Wesleyan University,-83.067912,40.296912,Private,https://www.owu.edu/,75,Ohio,Bachelor's degree,,541
Oklahoma Baptist University,-96.934334,35.359949,Private,https://www.okbu.edu/,56,Oklahoma,Master's degree,,580
Oklahoma Christian University,-97.468312,35.609042,Private,http://www.oc.edu/,63,Oklahoma,Master's degree,,533
Oklahoma City University,-97.541242,35.495271,Private,http://www.okcu.edu/,72,Oklahoma,Doctor's degree,,351
Oklahoma Panhandle State University,-101.638488,36.594518,Public,http://www.opsu.edu/,48,Oklahoma,Bachelor's degree,,289
Oklahoma State University-Main Campus,-97.069743,36.123085,Public,http://go.okstate.edu/,76,Oklahoma,Doctor's degree,,3872
Oklahoma Wesleyan University,-95.954124,36.717752,Private,http://www.okwu.edu/,49,Oklahoma,Master's degree,,187
Old Dominion University,-76.309653,36.884919,Public,https://www.odu.edu/,77,Virginia,Doctor's degree,,2943
Olivet College,-84.922864,42.440908,Private,http://www.olivetcollege.edu/,51,Michigan,Master's degree,,301
Olivet Nazarene University,-87.873654,41.155489,Private,http://www.olivet.edu/,82,Illinois,Doctor's degree,,753
Oral Roberts University,-95.954215,36.050705,Private,http://www.oru.edu/,44,Oklahoma,Doctor's degree,,399
Oregon Institute of Technology,-121.785177,42.257152,Public,http://www.oit.edu/,71,Oregon,Master's degree,,363
Oregon State University,-123.274721,44.56274,Public,http://oregonstate.edu/,79,Oregon,Doctor's degree,,3516
Ottawa University-Ottawa,-95.263776,38.602899,Private,http://www.ottawa.edu/home,99,Kansas,Master's degree,,145
Otterbein University,-82.936231,40.12534,Private,http://www.otterbein.edu/,74,Ohio,Doctor's degree,,575
Ouachita Baptist University,-93.052442,34.125045,Private,http://www.obu.edu/,70,Arkansas,Bachelor's degree,,394
Our Lady of Holy Cross College,-89.997055,29.912539,Private,http://www.olhcc.edu/,48,Louisiana,Master's degree,,59
Our Lady of the Lake University,-98.54395,29.425611,Private,http://www.ollusa.edu/s/1190/hybrid/start-hybrid-ollu.aspx,66,Texas,Doctor's degree,,341
Pace University-New York,-74.004719,40.711014,Private,http://www.pace.edu/,77,New York,Doctor's degree,,1848
Pacific Lutheran University,-122.445372,47.145494,Private,http://www.plu.edu/,77,Washington,Master's degree,,648
Pacific Union College,-122.449639,38.57409,Private,https://www.puc.edu/,51,California,Master's degree,,335
Pacific University,-123.108777,45.521394,Private,http://www.pacificu.edu/,86,Oregon,Doctor's degree,,421
Paine College,-81.991199,33.469259,Private,http://www.paine.edu/,44,Georgia,Bachelor's degree,,268
Palm Beach Atlantic University,-80.049758,26.704629,Private,http://www.pba.edu/,84,Florida,Doctor's degree,,587
Park University,-94.677086,39.189477,Private,http://www.park.edu/,96,Missouri,Master's degree,,205
Paul Quinn College,-96.755864,32.677195,Private,http://www.pqc.edu/,99,Texas,Bachelor's degree,,70
Paul Smiths College of Arts and Science,-74.253006,44.437366,Private,http://www.paulsmiths.edu/,75,New York,Bachelor's degree,,240
Peirce College,-75.166332,39.945483,Private,https://www.peirce.edu/,77,Pennsylvania,Master's degree,,1486
Pennsylvania College of Technology,-77.0265,41.2369,Public,https://www.pct.edu/,92,Pennsylvania,Bachelor's degree,,30
Pennsylvania State University-Main Campus,-77.861644,40.800732,Public,http://www.psu.edu/,54,Pennsylvania,Doctor's degree,,7649
Pennsylvania State University-Penn State Abington,-75.110661,40.116995,Public,http://abington.psu.edu/,78,Pennsylvania,Bachelor's degree,,691
Pennsylvania State University-Penn State Altoona,-78.409112,40.540682,Public,http://www.altoona.psu.edu/,85,Pennsylvania,Bachelor's degree,,1379
Pennsylvania State University-Penn State Beaver,-80.296235,40.678254,Public,http://www.br.psu.edu/,87,Pennsylvania,Bachelor's degree,,208
Pennsylvania State University-Penn State Berks,-75.972141,40.357987,Public,http://www.bk.psu.edu/,83,Pennsylvania,Bachelor's degree,,814
Pennsylvania State University-Penn State Brandywine,-75.447825,39.928355,Public,http://brandywine.psu.edu/,79,Pennsylvania,Bachelor's degree,,368
Pennsylvania State University-Penn State Dubois,-78.751784,41.126941,Public,http://www.ds.psu.edu/,88,Pennsylvania,Bachelor's degree,,183
Pennsylvania State University-Penn State Erie-Behrend College,-79.986362,42.120271,Public,http://psbehrend.psu.edu/,84,Pennsylvania,Master's degree,,1080
Pennsylvania State University-Penn State Fayette- Eberly,-79.654944,39.948498,Public,http://www.fe.psu.edu/,89,Pennsylvania,Bachelor's degree,,224
Pennsylvania State University-Penn State Greater Allegheny,-79.827262,40.344474,Public,http://www.ga.psu.edu/,80,Pennsylvania,Master's degree,,201
Pennsylvania State University-Penn State Harrisburg,-76.741961,40.205234,Public,https://harrisburg.psu.edu/,80,Pennsylvania,Doctor's degree,,628
Pennsylvania State University-Penn State Hazleton,-76.031567,40.984157,Public,http://www.hn.psu.edu/,86,Pennsylvania,Bachelor's degree,,433
Pennsylvania State University-Penn State Lehigh Valley,-75.401798,40.557651,Public,http://www.lv.psu.edu/,85,Pennsylvania,Bachelor's degree,,225
Pennsylvania State University-Penn State Mont Alto,-77.544068,39.841914,Public,http://montalto.psu.edu/,83,Pennsylvania,Bachelor's degree,,325
Pennsylvania State University-Penn State New Kensington,-79.703269,40.55382,Public,http://www.nk.psu.edu/,74,Pennsylvania,Master's degree,,154
Pennsylvania State University-Penn State Schuylkill,-76.166371,40.642583,Public,http://www.sl.psu.edu/,81,Pennsylvania,Bachelor's degree,,248
Pennsylvania State University-Penn State Shenango,-80.508204,41.234852,Public,http://www.shenango.psu.edu/,69,Pennsylvania,Bachelor's degree,,90
Pennsylvania State University-Penn State Wilkes-Barre,-76.017242,41.306529,Public,http://www.wb.psu.edu/,82,Pennsylvania,Bachelor's degree,,148
Pennsylvania State University-Penn State Worthington Scranton,-75.620583,41.440258,Public,http://www.sn.psu.edu/,82,Pennsylvania,Bachelor's degree,,282
Pennsylvania State University-Penn State York,-76.702835,39.952327,Public,http://www.yk.psu.edu/,84,Pennsylvania,Master's degree,,300
Pepperdine University,-118.707677,34.041912,Private,http://www.pepperdine.edu/,37,California,Doctor's degree,,784
Peru State College,-95.732731,40.474689,Public,http://www.peru.edu/,48,Nebraska,Master's degree,,1171
Pfeiffer University,-80.283168,35.484696,Private,http://www.pfeiffer.edu/,96,North Carolina,Master's degree,,218
Philadelphia University,-75.194249,40.022281,Private,http://www.philau.edu/,64,Pennsylvania,Doctor's degree,,550
Philander Smith College,-92.28242,34.73666,Private,http://www.philander.edu/,68,Arkansas,Bachelor's degree,,37
Piedmont College,-83.543216,34.56663,Private,https://www.piedmont.edu/,61,Georgia,Doctor's degree,,255
Pine Manor College,-71.156973,42.319568,Private,http://www.pmc.edu/,64,Massachusetts,Master's degree,,119
Pittsburg State University,-94.704782,37.3913,Public,http://www.pittstate.edu/,79,Kansas,Master's degree,,1144
Pitzer College,-117.705939,34.103408,Private,http://www.pitzer.edu/,15,California,Bachelor's degree,,261
Plymouth State University,-71.691164,43.757386,Public,http://www.plymouth.edu/,77,New Hampshire,Doctor's degree,,930
Point Loma Nazarene University,-117.251204,32.713295,Private,http://www.pointloma.edu/,67,California,Master's degree,,647
Point Park University,-80.001462,40.438526,Private,http://www.pointpark.edu/,74,Pennsylvania,Master's degree,,548
Point University,-85.184285,32.879467,Private,https://point.edu/,54,Georgia,Bachelor's degree,,238
Polytechnic Institute of New York University,-73.986774,40.694371,Private,http://engineering.nyu.edu/,75,New York,Doctor's degree,,451
Polytechnic University of Puerto Rico-Orlando,-81.254951,28.55147,Private,http://www.pupr.edu/orlando/,100,Florida,Master's degree,,
Pomona College,-117.711944,34.098298,Private,https://www.pomona.edu/,14,California,Bachelor's degree,,397
Portland State University,-122.683553,45.511229,Public,https://www.pdx.edu/,61,Oregon,Doctor's degree,,1465
Prairie View A & M University,-95.992066,30.094591,Public,https://www.pvamu.edu/,42,Texas,Doctor's degree,,1464
Presbyterian College,-81.874408,34.465697,Private,http://www.presby.edu/,66,South Carolina,Doctor's degree,,296
Prescott College,-112.476509,34.5445,Private,http://www.prescott.edu/,73,Arizona,Doctor's degree,,49
Presentation College,-98.49077,45.482833,Private,http://www.presentation.edu/,66,South Dakota,Bachelor's degree,,131
Princeton University,-74.663708,40.348496,Private,http://www.princeton.edu/main/,7,New Jersey,Doctor's degree,,1285
Providence Christian College,-118.118491,34.17275,Private,http://www.providencecc.edu/,53,California,Bachelor's degree,,20
Providence College,-71.43792,41.844064,Private,http://www.providence.edu/,60,Rhode Island,Master's degree,,1027
Purdue University-Calumet Campus,-87.47376,41.584742,Public,http://www.purduecal.edu/,61,Indiana,Master's degree,,827
Purdue University-Main Campus,-86.914435,40.428206,Public,http://www.purdue.edu/,60,Indiana,Doctor's degree,,6422
Purdue University-North Central Campus,-86.89523,41.583788,Public,http://www.pnc.edu/,72,Indiana,Master's degree,,653
Queens University of Charlotte,-80.832227,35.188929,Private,http://www.queens.edu/,77,North Carolina,Master's degree,,316
Quincy University,-91.387928,39.939235,Private,http://www.quincy.edu/,89,Illinois,Master's degree,,275
Quinnipiac University,-72.895542,41.419527,Private,https://www.qu.edu/,67,Connecticut,Doctor's degree,,1803
Radford University,-80.549731,37.136914,Public,https://www.radford.edu/content/radfordcore/home.html,78,Virginia,Doctor's degree,,1986
Ramapo College of New Jersey,-74.116384,41.007523,Public,http://www.ramapo.edu/,55,New Jersey,Master's degree,,901
Randolph College,-79.17079,37.437429,Private,https://www.randolphcollege.edu/,83,Virginia,Master's degree,,216
Randolph-Macon College,-77.472253,37.749654,Private,http://www.rmc.edu/,64,Virginia,Bachelor's degree,,382
Reed College,-122.63064,45.480376,Private,http://www.reed.edu/,49,Oregon,Master's degree,,354
Regent University,-76.192844,36.800929,Private,http://www.regent.edu/,85,Virginia,Doctor's degree,,231
Regis University,-105.031385,39.78976,Private,http://www.regis.edu/,70,Colorado,Doctor's degree,,531
Reinhardt University,-84.554657,34.318874,Private,http://www.reinhardt.edu/,51,Georgia,Master's degree,,396
Remington College-Honolulu Campus,-157.860023,21.309273,Private,http://www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools/,76,Hawaii,Bachelor's degree,,43
Remington College-Tampa Campus,-82.385976,27.983466,Private,http://tampa.remingtoncollege.edu/,81,Florida,Bachelor's degree,,41
Rhode Island College,-71.466915,41.84266,Public,https://www.ric.edu/,69,Rhode Island,Doctor's degree,,1071
Rhodes College,-89.989187,35.154424,Private,https://www.rhodes.edu/,58,Tennessee,Master's degree,,545
Rice University,-95.403625,29.716485,Private,http://www.rice.edu/,17,Texas,Doctor's degree,,978
Rider University,-74.742822,40.283122,Private,http://www.rider.edu/,72,New Jersey,Master's degree,,911
Ripon College,-88.8426,43.842383,Private,http://www.ripon.edu/,75,Wisconsin,Bachelor's degree,,238
Rivier University,-71.455466,42.738343,Private,https://www.rivier.edu/,89,New Hampshire,Doctor's degree,,223
Roanoke College,-80.056433,37.29686,Private,http://www.roanoke.edu/,73,Virginia,Bachelor's degree,,542
Robert Morris University,-80.211785,40.521088,Private,https://www.rmu.edu/,81,Pennsylvania,Doctor's degree,,998
Robert Morris University Illinois,-87.627068,41.876278,Private,http://www.robertmorris.edu/,21,Illinois,Master's degree,,719
Roberts Wesleyan College,-77.798964,43.126747,Private,https://www.roberts.edu/,73,New York,Master's degree,,206
Rochester College,-83.144959,42.667521,Private,http://www.rc.edu/,66,Michigan,Master's degree,,149
Rochester Institute of Technology,-77.67521,43.090325,Private,http://www.rit.edu/,60,New York,Doctor's degree,,2784
Rockford University,-89.019536,42.270639,Private,http://www.rockford.edu/,41,Illinois,Master's degree,,113
Rockhurst University,-94.571249,39.030843,Private,http://ww2.rockhurst.edu/,75,Missouri,Doctor's degree,,438
Rocky Mountain College,-108.553899,45.796765,Private,https://www.rocky.edu/,67,Montana,Master's degree,,238
Roger Williams University,-71.261836,41.647314,Private,http://rwu.edu/,81,Rhode Island,Master's degree,,1104
Rogers State University,-95.635739,36.319609,Public,http://www.rsu.edu/,54,Oklahoma,Bachelor's degree,,785
Rollins College,-81.348716,28.591992,Private,http://www.rollins.edu/,59,Florida,Doctor's degree,,477
Roosevelt University,-87.624952,41.876055,Private,https://www.roosevelt.edu/,79,Illinois,Doctor's degree,,444
Rosemont College,-75.329898,40.034771,Private,https://www.rosemont.edu/,58,Pennsylvania,Master's degree,,112
Rowan University,-75.117974,39.709768,Public,http://www.rowan.edu/home/,59,New Jersey,Doctor's degree,,1420
Rust College,-89.446999,34.776862,Private,http://www.rustcollege.edu/,14,Mississippi,Bachelor's degree,,287
Rutgers University-Camden,-75.125303,39.948628,Public,http://www.camden.rutgers.edu/,59,New Jersey,Doctor's degree,,497
Rutgers University-New Brunswick,-74.45051,40.503796,Public,http://newbrunswick.rutgers.edu/,60,New Jersey,Doctor's degree,,6337
Rutgers University-Newark,-74.175294,40.741303,Public,http://www.newark.rutgers.edu/,54,New Jersey,Doctor's degree,,1057
Sacred Heart University,-73.24461,41.221548,Private,http://www.sacredheart.edu/,76,Connecticut,Doctor's degree,,865
Saginaw Valley State University,-83.96434,43.55187,Public,https://www.svsu.edu/,79,Michigan,Doctor's degree,,1593
Saint Ambrose University,-90.58098,41.540081,Private,http://www.sau.edu/,96,Iowa,Doctor's degree,,562
Saint Anselm College,-71.508177,42.985066,Private,http://www.anselm.edu/,74,New Hampshire,Bachelor's degree,,508
Saint Augustine's University,-78.621806,35.785032,Private,https://www.st-aug.edu/,67,North Carolina,Bachelor's degree,,327
Saint Catharine College,-85.261372,37.708833,Private,http://www.sccky.edu/,100,Kentucky,Master's degree,,192
Saint Cloud State University,-94.153,45.552418,Public,http://www.stcloudstate.edu/,87,Minnesota,Doctor's degree,,1703
Saint Edward's University,-97.75763,30.229844,Private,https://www.stedwards.edu/,79,Texas,Master's degree,,791
Saint Francis University,-78.638469,40.502782,Private,http://francis.edu/,76,Pennsylvania,Doctor's degree,,403
Saint Gregory's University,-96.954186,35.367401,Private,http://www.stgregorys.edu/,95,Oklahoma,Master's degree,,127
Saint John Fisher College,-77.516979,43.117064,Private,http://www.sjfc.edu/,63,New York,Doctor's degree,,521
Saint Johns University,-94.39268,45.580538,Private,http://www.stjohns.edu/,75,Minnesota,Master's degree,,497
Saint Josephs College,-87.155541,40.923438,Private,http://www.saintjoe.edu/,64,Indiana,Master's degree,,273
Saint Joseph's College of Maine,-70.483486,43.82651,Private,https://www.sjcme.edu/,78,Maine,Master's degree,,290
Saint Joseph's College-New York,-73.968037,40.690485,Private,http://www.sjcny.edu/,75,New York,Master's degree,,547
Saint Joseph's University,-75.238343,39.994442,Private,http://www.sju.edu/,79,Pennsylvania,Doctor's degree,,1275
Saint Leo University,-82.257287,28.336776,Private,http://www.saintleo.edu/,77,Florida,Doctor's degree,,645
Saint Louis University,-90.23343,38.636516,Private,http://www.slu.edu/,64,Missouri,Doctor's degree,,1638
Saint Martin's University,-122.815732,47.04328,Private,https://www.stmartin.edu/,88,Washington,Master's degree,,159
Saint Mary-of-the-Woods College,-87.460126,39.510543,Private,http://www.smwc.edu/,98,Indiana,Master's degree,,64
Saint Mary's College,-86.256947,41.707274,Private,http://www.smcm.edu/,86,Indiana,Bachelor's degree,,437
Saint Mary's College of California,-122.106795,37.83997,Private,https://www.stmarys-ca.edu/,69,California,Doctor's degree,,622
Saint Mary's University of Minnesota,-91.696652,44.045322,Private,http://www.smumn.edu/,75,Minnesota,Doctor's degree,,318
Saint Michael's College,-73.163136,44.494212,Private,https://www.smcvt.edu/,75,Vermont,Master's degree,,512
Saint Norbert College,-88.067301,44.444651,Private,http://www.snc.edu/,82,Wisconsin,Master's degree,,539
Saint Peter's University,-74.071541,40.727105,Private,http://www.saintpeters.edu/,54,New Jersey,Doctor's degree,,610
Saint Vincent College,-79.403702,40.29252,Private,https://www.stvincent.edu/,69,Pennsylvania,Doctor's degree,,472
Saint Xavier University,-87.713507,41.707763,Private,http://www.sxu.edu/,51,Illinois,Master's degree,,594
Salem College,-80.241357,36.087531,Private,http://www.salem.edu/,58,North Carolina,Master's degree,,174
Salem State University,-70.889321,42.502879,Public,https://www.salemstate.edu/,69,Massachusetts,Master's degree,,1095
Salisbury University,-75.605705,38.345447,Public,http://www.salisbury.edu/,55,Maryland,Doctor's degree,,1246
Salve Regina University,-71.301125,41.471445,Private,http://www.salve.edu/,67,Rhode Island,Doctor's degree,,465
Sam Houston State University,-95.5519,30.7247,Public,http://www.shsu.edu/,65,Texas,Doctor's degree,,2413
Samford University,-86.790932,33.464578,Private,https://www.samford.edu/,77,Alabama,Doctor's degree,,765
San Diego Christian College,-116.903073,32.799999,Private,http://sdcc.edu/,49,California,Bachelor's degree,,99
San Diego State University,-117.071228,32.77525,Public,https://www.sdsu.edu/,31,California,Doctor's degree,,4139
San Diego State University-Imperial Valley Campus,-115.492718,32.672361,Public,http://www.ivcampus.sdsu.edu/,61,California,Master's degree,,101
San Francisco State University,-122.477905,37.721345,Public,http://www.sfsu.edu/,64,California,Doctor's degree,,3807
San Jose State University,-121.881214,37.335201,Public,http://www.sjsu.edu/,63,California,Master's degree,,3384
Santa Clara University,-121.938189,37.352706,Private,https://www.scu.edu/,51,California,Doctor's degree,,1278
Sarah Lawrence College,-73.84381,40.934147,Private,https://www.sarahlawrence.edu/,62,New York,Master's degree,,344
Savannah State University,-81.063377,32.024781,Public,http://www.savannahstate.edu/,83,Georgia,Master's degree,,1301
Schreiner University,-99.131076,30.03108,Private,http://www.schreiner.edu/,93,Texas,Master's degree,,299
Scripps College,-117.711336,34.103655,Private,http://www.scrippscollege.edu/,36,California,Bachelor's degree,,272
Seattle Pacific University,-122.362923,47.649338,Private,http://spu.edu/,72,Washington,Doctor's degree,,767
Seattle University,-122.3197,47.610138,Private,https://www.seattleu.edu/,73,Washington,Doctor's degree,,976
Seton Hall University,-74.248753,40.742859,Private,https://www.shu.edu/,79,New Jersey,Doctor's degree,,1342
Seton Hill University,-79.556228,40.308623,Private,https://www.setonhill.edu/,65,Pennsylvania,Master's degree,,386
Sewanee-The University of the South,-85.917772,35.20443,Private,http://www.sewanee.edu/,60,Tennessee,Doctor's degree,,488
Shaw University,-78.637693,35.771181,Private,http://www.shawu.edu/,54,North Carolina,Master's degree,,507
Shawnee State University,-82.995357,38.730909,Public,http://www.shawnee.edu/,74,Ohio,Master's degree,,536
Shenandoah University,-78.158376,39.166058,Private,http://www.su.edu/,85,Virginia,Doctor's degree,,459
Shepherd University,-77.804844,39.434319,Public,http://www.shepherd.edu/,81,West Virginia,Master's degree,,756
Shimer College,-87.62713,41.83217,Private,http://www.shimer.edu/,29,Illinois,Bachelor's degree,,8
Shippensburg University of Pennsylvania,-77.5229,40.057405,Public,http://www.ship.edu/,83,Pennsylvania,Master's degree,,1520
Shorter University,-85.196213,34.258192,Private,http://su.shorter.edu/,68,Georgia,Master's degree,,309
Shorter University-College of Adult & Professional Programs,-84.482301,33.92764,Private,http://su.shorter.edu/professional-education/,92,Georgia,Master's degree,,
Siena College,-73.75153,42.718586,Private,https://www.siena.edu/,68,New York,Master's degree,,734
Siena Heights University,-84.015144,41.905952,Private,http://www.sienaheights.edu/,68,Michigan,Master's degree,,300
Sierra Nevada College,-119.939523,39.24586,Private,http://www.sierranevada.edu/,58,Nevada,Master's degree,,184
Silver Lake College of the Holy Family,-87.742961,44.071038,Private,http://www.sl.edu/,60,Wisconsin,Master's degree,,40
Simmons College,-71.099967,42.3393,Private,http://www.simmons.edu/,49,Massachusetts,Doctor's degree,,339
Simpson College,-93.563471,41.365503,Private,http://simpson.edu/,88,Iowa,Master's degree,,377
Simpson University,-122.333048,40.61331,Private,http://simpsonu.edu/,55,California,Master's degree,,150
Skidmore College,-73.785108,43.092696,Private,http://www.skidmore.edu/,35,New York,Master's degree,,660
Slippery Rock University of Pennsylvania,-80.051814,41.060814,Public,https://www.sru.edu/,67,Pennsylvania,Doctor's degree,,1409
Smith College,-72.638094,42.317933,Private,http://www.smith.edu/,43,Massachusetts,Doctor's degree,,643
Sojourner-Douglass College,-76.598191,39.296333,Private,https://web.archive.org/web/20141218081914/http://sdc.edu/,42,Maryland,Master's degree,,397
Soka University of America,-117.734893,33.549425,Private,http://www.soka.edu/,43,California,Master's degree,,112
Sonoma State University,-122.673261,38.341023,Public,http://www.sonoma.edu/,82,California,Master's degree,,1749
South Carolina State University,-80.851185,33.497439,Public,http://www.scsu.edu/,51,South Carolina,Doctor's degree,,569
South Dakota State University,-96.783415,44.31942,Public,https://www.sdstate.edu/,92,South Dakota,Doctor's degree,,2306
Southeast Missouri State University,-89.529119,37.31575,Public,http://www.semo.edu/,85,Missouri,Master's degree,,1729
Southeastern Louisiana University,-90.468558,30.51358,Public,http://www.southeastern.edu/,45,Louisiana,Doctor's degree,,2565
Southeastern Oklahoma State University,-96.376381,34.00361,Public,http://www.se.edu/,80,Oklahoma,Master's degree,,538
Southeastern University,-81.918997,28.031864,Private,https://www.seu.edu/,59,Florida,Master's degree,,865
Southern Adventist University,-85.050878,35.049136,Private,http://www1.southern.edu/,38,Tennessee,Doctor's degree,,490
Southern Arkansas University Main Campus,-93.235087,33.291195,Public,https://web.saumag.edu/,61,Arkansas,Master's degree,,663
Southern Connecticut State University,-72.948806,41.331852,Public,https://www.southernct.edu/,75,Connecticut,Doctor's degree,,1380
Southern Illinois University-Carbondale,-89.217618,37.71921,Public,http://siu.edu/,79,Illinois,Doctor's degree,,2612
Southern Illinois University-Edwardsville,-89.997779,38.793949,Public,http://www.siue.edu/,84,Illinois,Doctor's degree,,1966
Southern Methodist University,-96.784855,32.845254,Private,http://www.smu.edu/,51,Texas,Doctor's degree,,1431
Southern Nazarene University,-97.629504,35.513295,Private,http://snu.edu/,37,Oklahoma,Master's degree,,91
Southern New Hampshire University,-71.453938,43.039892,Private,http://www.snhu.edu/,79,New Hampshire,Doctor's degree,,830
Southern Oregon University,-122.694034,42.186467,Public,http://www.sou.edu/,73,Oregon,Master's degree,,673
Southern Polytechnic State University,-84.519276,33.938992,Public,http://engineering.kennesaw.edu/,78,Georgia,Master's degree,,797
Southern University and A & M College,-91.190105,30.524558,Public,http://www.subr.edu/,36,Louisiana,Doctor's degree,,781
Southern University at New Orleans,-90.044379,30.02669,Public,http://www.suno.edu/,49,Louisiana,Master's degree,,684
Southern Utah University,-113.070146,37.674617,Public,https://www.suu.edu/,57,Utah,Master's degree,,1272
Southern Vermont College,-73.21866,42.867031,Private,http://svc.edu/,99,Vermont,Bachelor's degree,,93
Southern Virginia University,-79.350296,37.740669,Private,http://svu.edu/,100,Virginia,Bachelor's degree,,226
Southern Wesleyan University,-82.761586,34.728068,Private,http://www.swu.edu/,94,South Carolina,Master's degree,,158
Southwest Baptist University,-93.410451,37.601603,Private,http://www.sbuniv.edu/,90,Missouri,Doctor's degree,,482
Southwest Minnesota State University,-95.75983,44.455023,Public,https://www.smsu.edu/,65,Minnesota,Master's degree,,453
Southwestern Adventist University,-97.328511,32.397136,Private,https://www.swau.edu/,54,Texas,Master's degree,,172
Southwestern Assemblies of God University,-96.85315,32.405477,Private,http://www.sagu.edu/,35,Texas,Master's degree,,344
Southwestern Christian College,-96.286747,32.735778,Private,http://www.swcc.edu/,55,Texas,Bachelor's degree,,12
Southwestern Christian University,-97.639411,35.513596,Private,http://swcu.edu/,88,Oklahoma,Master's degree,,254
Southwestern College,-96.9783,37.2493,Private,http://www.swccd.edu/,90,Kansas,Doctor's degree,,128
Southwestern Oklahoma State University,-98.707964,35.534609,Public,http://www.swosu.edu/,90,Oklahoma,Doctor's degree,,913
Southwestern University,-97.664637,30.635194,Private,http://www.southwestern.edu/,52,Texas,Bachelor's degree,,491
Spalding University,-85.75905,38.241815,Private,https://spalding.edu/,81,Kentucky,Doctor's degree,,402
Spelman College,-84.410118,33.74519,Private,http://www.spelman.edu/,38,Georgia,Bachelor's degree,,523
